ST	arcC	aroE	glpF	gmk	pta	tpi	yqiL	clonal_complex
3566	18	313	260	18	7	223	510	
3567	433	313	260	18	7	223	5	
3568	434	57	45	2	215	58	52	
3569	6	193	521	2	7	58	52	
3570	1	3	1	12	446	5	1	
3571	1	4	1	261	12	1	10	CC5
3572	1	557	504	2	445	413	489	
3573	1	558	1	1	12	4	494	
3574	2	560	2	2	6	3	2	CC30
3575	6	55	45	2	109	14	5	
3576	6	557	504	2	445	413	489	
3577	18	33	496	20	7	50	221	
3578	414	3	1	12	4	4	16	CC8
3579	18	33	505	20	7	50	479	
3580	102	559	496	276	444	414	490	
3581	196	556	45	2	109	14	5	
3582	418	49	1	15	448	38	185	
3583	421	57	45	278	7	58	52	
3584	3	3	386	12	4	4	16	CC8
3585	7	586	1	5	8	8	6	CC22
3586	3	3	522	1	4	4	3	CC8
3587	2	3	1	1	4	4	450	CC8
3588	12	20	6	14	26	18	40	
3589	6	79	185	2	26	32	154	
3590	1	4	461	4	12	1	10	CC5
3591	199	561	12	277	447	192	495	
3592	388	4	1	4	12	1	10	CC5
3593	6	79	185	2	149	153	154	
3594	6	79	185	2	149	18	154	
3595	36	35	43	34	107	116	39	
3596	1	4	1	4	463	24	29	CC5
3597	3	3	1	295	1	1	10	
3598	7	6	1	294	8	8	6	CC22
3599	12	3	1	1	85	4	3	CC8
3600	93	3	1	1	4	4	3	CC8
3601	3	2	443	1	4	4	3	CC8
3602	6	563	45	2	7	58	52	
3603	10	512	8	6	10	3	2	CC45
3604	3	513	1	1	4	4	3	CC8
3605	2	514	2	2	6	3	2	CC30
3606	3	3	1	1	4	402	3	CC8
3607	2	2	2	2	6	3	3	CC30
3608	1	4	1	4	12	1	511	CC5
3609	102	559	55	276	444	414	490	
3610	3	588	1	8	1	1	1	CC1
3611	2	2	523	2	6	3	2	CC30
3612	12	587	1	4	12	1	3	CC5
3613	10	14	8	296	10	3	2	CC45
3614	22	1	14	23	12	429	31	
3615	1	1	1	1	1	383	1	CC1
3616	389	66	46	2	7	50	18	
3617	1	1	1	1	1	384	1	CC1
3618	437	2	2	2	6	3	2	CC30
3619	1	26	1	18	18	33	50	
3620	2	3	490	1	4	4	3	CC8
3621	10	14	8	262	10	3	2	CC45
3622	2	3	1	263	4	4	3	CC8
3623	10	14	8	264	10	3	2	CC45
3624	1	4	1	4	12	1	451	CC5
3625	4	1	4	1	5	5	452	
3626	1	4	462	4	12	1	10	CC5
3627	390	14	8	6	10	3	2	CC45
3628	1	4	463	4	12	1	10	CC5
3629	3	37	19	2	418	26	32	
3630	13	13	464	1	12	11	13	CC15
3631	3	3	1	1	4	385	3	CC8
3632	8	515	2	2	6	3	2	CC30
3633	391	27	1	1	1	1	10	CC1
3634	392	11	8	6	10	3	2	CC45
3635	18	1	1	265	1	1	1	CC1
3636	1	4	1	4	12	1	453	CC5
3637	19	23	15	2	19	386	15	
3638	2	2	2	2	6	3	454	CC30
3639	10	14	465	6	10	3	2	CC45
3640	393	3	1	76	11	5	455	
3641	10	40	466	6	10	3	2	CC45
3642	1	1	467	1	1	1	1	CC1
3643	1	4	1	4	419	1	10	CC5
3644	16	16	12	2	13	13	456	
3645	394	3	1	8	11	5	11	
3646	18	18	468	59	13	15	18	
3647	6	5	469	2	7	14	5	
3648	2	2	470	2	6	3	2	CC30
3649	3	516	19	2	20	26	39	
3650	22	1	14	2	12	4	1	
3651	1	26	47	18	18	33	50	
3652	3	31	1	42	4	19	3	CC8
3653	3	26	1	92	4	33	50	
3654	1	26	8	18	18	33	50	
3655	1	26	28	2	18	33	50	
3656	3	35	19	187	20	26	39	
3657	1	3	1	8	11	387	11	
3658	6	5	6	2	365	14	457	
3659	1	517	1	1	1	1	1	CC1
3660	3	3	1	1	4	4	458	CC8
3661	2	2	471	2	6	3	2	CC30
3662	1	1	346	1	18	33	1	CC1
3663	196	556	45	2	109	402	52	
3664	1	26	28	18	18	14	50	
3665	4	1	4	68	5	5	4	
3666	196	55	45	2	109	14	5	
3667	2	2	2	281	6	3	2	CC30
3668	1	1	1	260	1	1	1	CC1
3669	19	23	15	2	420	20	15	
3670	2	2	2	287	6	3	72	CC30
3671	395	2	2	2	3	3	2	CC30
3672	2	2	472	2	3	3	2	CC30
3673	1	3	473	14	11	51	10	
3674	2	518	2	2	3	3	2	CC30
3675	10	35	19	2	421	26	39	
3676	13	13	474	1	12	11	13	CC15
3677	396	3	1	8	11	5	11	
3678	3	1	1	8	422	1	1	CC1
3679	3	27	1	1	1	388	10	CC97
3680	397	5	6	2	7	7	5	
3681	3	35	19	2	469	26	39	
3682	7	6	1	5	8	389	6	CC22
3683	1	519	1	4	12	1	10	CC5
3684	5	4	1	4	4	430	3	
3685	438	13	1	1	12	11	13	CC15
3686	3	3	1	1	1	1	512	CC1
3687	1	589	1	4	12	1	10	CC5
3688	398	4	1	4	12	1	10	CC5
3689	3	167	524	2	470	13	7	
3690	436	6	1	5	8	8	6	CC22
3691	1	520	1	1	423	1	1	CC1
3692	399	2	2	2	6	3	2	CC30
3693	10	14	8	6	10	3	459	CC45
3694	1	521	1	4	12	1	10	CC5
3695	1	1	1	1	1	1	460	CC1
3696	1	522	1	4	12	41	10	CC5
3697	10	14	475	6	10	3	2	CC45
3698	1	590	1	1	1	1	1	CC1
3699	7	6	1	5	8	390	6	CC22
3700	5	4	491	4	4	6	3	
3701	431	3	1	1	4	4	3	CC8
3702	10	584	8	6	10	3	2	CC45
3703	19	23	15	2	19	391	15	
3704	10	14	8	6	10	3	509	CC45
3705	13	13	517	1	12	11	13	CC15
3706	3	35	19	2	20	392	39	
3707	10	585	8	6	10	3	2	CC45
3708	18	71	6	2	461	58	2	
3709	3	35	476	2	20	26	39	
3710	3	35	477	2	20	26	39	
3711	13	13	1	293	12	11	13	CC15
3712	13	13	299	1	462	11	13	CC15
3713	432	1	1	1	1	1	1	CC1
3714	10	40	518	6	10	3	2	CC45
3715	3	3	519	1	4	4	3	CC8
3716	6	57	45	2	215	393	52	
3717	2	2	2	292	6	3	2	CC30
3718	400	66	46	2	7	50	18	
3719	18	71	6	2	464	58	2	
3720	6	66	46	2	7	394	18	
3721	6	66	46	2	7	50	461	
3722	435	75	49	44	13	68	60	
3723	10	14	8	6	458	3	2	CC45
3724	1	4	166	4	12	1	10	CC5
3725	441	2	2	2	6	3	2	CC30
3726	1	523	1	1	424	1	1	CC1
3727	3	3	1	1	4	395	3	CC8
3728	3	3	478	1	4	4	3	CC8
3729	3	3	1	1	425	4	3	CC8
3730	6	66	46	2	468	50	18	
3731	18	1	377	297	1	5	3	CC97
3732	19	23	15	2	19	20	513	
3733	10	14	8	6	10	3	462	CC45
3734	7	524	1	5	8	8	6	CC22
3735	7	6	1	5	8	8	463	CC22
3736	440	2	525	298	6	3	2	CC30
3737	401	6	1	5	8	8	6	CC22
3738	7	6	1	5	8	8	464	CC22
3739	402	6	1	5	8	8	6	CC22
3740	19	23	15	2	19	396	15	
3741	46	75	526	44	13	68	60	
3742	7	525	1	5	426	8	6	CC22
3743	1	526	1	4	12	138	10	CC5
3744	3	35	479	19	20	26	39	
3745	4	1	480	1	5	5	4	
3746	1	4	481	4	12	1	10	CC5
3747	1	3	482	8	11	397	11	
3748	46	75	49	44	471	68	60	
3749	2	527	2	2	6	3	2	CC30
3750	3	1	1	1	427	5	3	CC97
3751	1	1	1	1	428	1	1	CC1
3752	403	14	8	266	10	3	2	CC45
3753	3	528	1	1	4	4	3	CC8
3754	3	529	14	15	11	19	3	
3755	3	530	1	1	4	4	3	CC8
3756	102	219	204	122	456	422	502	
3757	7	531	1	5	8	8	6	CC22
3758	4	1	4	1	5	398	9	
3759	1	4	1	4	472	1	10	CC5
3760	4	1	483	1	5	5	4	
3761	6	5	6	2	93	14	5	
3762	1	4	484	4	12	1	28	CC5
3763	404	66	46	2	7	50	18	
3764	6	5	527	2	7	14	5	
3765	6	57	45	2	429	58	52	
3766	7	6	1	5	8	399	6	CC22
3767	7	6	1	5	473	8	6	CC22
3768	1	4	166	4	12	25	10	CC5
3769	405	4	1	4	12	1	10	CC5
3770	7	6	1	267	8	8	6	CC22
3771	406	6	1	5	8	8	6	CC22
3772	1	4	528	4	12	25	10	CC5
3773	3	35	529	2	20	26	39	
3774	442	6	1	5	8	8	6	CC22
3775	7	6	1	5	8	431	6	CC22
3776	7	6	1	5	8	8	465	CC22
3777	1	1	1	1	1	400	1	CC1
3778	1	4	530	4	12	25	10	CC5
3779	1	4	1	4	430	1	10	CC5
3780	443	4	1	4	12	25	10	CC5
3781	3	532	1	1	4	4	3	CC8
3782	407	35	19	2	20	26	39	
3783	3	35	19	268	20	26	39	
3784	10	14	8	6	10	432	2	CC45
3785	444	35	19	2	20	26	39	
3786	1	4	1	4	12	433	10	CC5
3787	10	14	8	6	10	401	2	CC45
3788	7	6	1	299	8	8	6	CC22
3789	1	533	1	4	12	1	10	CC5
3790	1	4	1	4	474	25	10	CC5
3791	7	6	1	5	475	8	6	CC22
3792	3	3	1	1	4	434	3	CC8
3793	3	3	1	1	431	4	3	CC8
3794	3	591	19	2	20	26	39	
3795	445	35	19	2	20	26	39	
3796	3	35	19	2	432	26	39	
3797	446	6	1	5	8	8	6	CC22
3798	3	35	19	2	20	26	514	
3799	7	534	1	5	8	8	6	CC22
3800	6	66	46	2	7	50	466	
3801	7	6	1	5	433	8	6	CC22
3802	7	6	531	5	8	8	6	CC22
3803	18	18	6	2	476	15	18	
3804	8	2	2	2	6	3	467	CC30
3805	1	4	1	4	12	25	515	CC5
3806	7	6	1	5	8	8	516	CC22
3807	447	2	2	2	6	3	2	CC30
3808	7	6	92	5	8	8	6	CC22
3809	2	2	485	2	3	3	2	CC30
3810	2	2	33	2	6	3	2	CC30
3811	7	535	1	5	8	8	6	CC22
3812	1	536	1	4	12	1	10	CC5
3813	415	2	492	2	10	3	2	CC30
3814	3	35	45	2	49	26	39	
3815	416	546	45	88	20	26	39	
3816	3	1	1	1	1	1	3	CC97
3817	1	59	1	5	8	4	6	CC22
3818	7	6	1	5	434	8	6	CC22
3819	4	3	1	1	459	72	64	
3820	6	537	46	2	7	50	18	
3821	4	3	1	1	4	4	3	CC8
3822	7	538	1	5	8	8	6	CC22
3823	1	3	1	1	11	3	64	
3824	7	6	486	5	8	8	6	CC22
3825	2	2	2	269	6	3	2	CC30
3826	13	13	1	1	11	72	64	CC15
3827	7	6	1	5	8	8	468	CC22
3828	12	4	1	4	12	1	11	CC5
3829	413	3	1	1	4	4	3	CC8
3830	13	13	1	1	459	4	11	CC15
3831	2	2	1	1	4	62	3	CC8
3832	3	3	1	1	20	26	13	CC8
3833	408	3	1	1	4	4	3	CC8
3834	3	3	31	1	4	402	3	CC8
3835	7	6	1	273	8	8	6	CC22
3836	22	26	14	23	12	4	31	
3837	3	539	487	270	1	5	3	CC97
3838	6	26	28	18	18	33	50	
3839	13	13	1	1	435	11	13	CC15
3840	13	13	1	1	4	11	13	CC15
3841	12	4	1	4	12	403	3	CC5
3842	1	4	1	8	4	4	469	
3843	12	4	1	4	12	404	3	CC5
3844	449	1	14	23	12	4	31	
3845	3	1	1	8	1	1	470	CC1
3846	10	540	8	6	10	16	2	CC45
3847	151	4	1	8	145	150	3	
3848	3	35	535	2	20	26	39	
3849	3	541	1	1	4	4	3	CC8
3850	7	6	1	5	8	405	6	CC22
3851	450	4	1	4	12	1	3	CC5
3852	3	1	1	8	436	1	1	CC1
3853	1	26	28	18	477	33	50	
3854	1	4	1	271	12	1	10	CC5
3855	1	26	28	33	18	33	50	
3856	1	26	28	18	18	437	50	
3857	1	542	1	1	22	1	1	CC1
3858	409	13	1	1	12	11	13	CC15
3859	2	2	2	2	6	406	2	CC30
3860	12	4	1	4	12	407	3	CC5
3861	1	26	532	18	18	33	50	
3862	1	1	1	214	451	303	117	
3863	451	6	1	5	8	8	6	CC22
3864	1	4	1	4	12	439	10	CC5
3865	7	6	149	5	8	8	524	CC22
3866	7	6	1	5	8	8	520	CC22
3867	1	4	1	4	12	438	10	CC5
3868	1	3	1	8	11	5	521	
3869	1	543	1	4	437	1	10	CC5
3870	3	35	533	2	20	26	522	
3871	448	4	1	4	12	1	10	CC5
3872	7	6	1	5	8	8	519	CC22
3873	2	593	2	2	6	3	2	CC30
3874	3	1	1	301	1	5	3	CC97
3875	18	33	534	20	7	50	48	
3876	13	13	1	1	478	11	13	CC15
3877	3	37	536	2	20	26	32	
3878	1	1	1	1	22	1	523	CC1
3879	207	3	19	6	179	3	39	
3880	19	595	15	48	19	20	15	
3881	4	544	1	272	1	1	471	
3882	207	3	43	6	175	19	273	
3883	207	20	43	19	4	5	3	
3884	22	23	1	8	1	1	1	CC1
3885	3	3	1	149	4	408	3	CC8
3886	1	4	1	4	12	1	472	CC5
3887	410	4	1	4	12	1	10	CC5
3888	19	23	15	2	19	20	473	
3889	12	4	452	4	12	1	3	CC5
3890	1	4	1	4	12	25	474	CC5
3891	16	16	12	2	13	441	15	
3892	3	35	129	2	20	26	39	
3893	454	6	1	70	8	8	6	CC22
3894	4	544	1	272	1	409	471	
3895	16	16	12	2	13	441	526	
3896	18	1	1	301	1	5	3	CC97
3897	52	79	54	18	56	32	525	
3898	16	16	12	303	13	441	15	
3899	6	72	12	302	49	67	59	
3900	453	72	12	43	49	67	59	
3901	452	594	6	23	479	440	18	
3902	7	6	1	304	8	8	6	CC22
3903	1	1	1	1	1	1	527	CC1
3904	3	1	1	1	12	4	475	CC8
3905	10	14	8	6	10	3	528	CC45
3906	4	3	444	1	11	72	11	
3907	7	6	1	5	8	8	529	CC22
3908	22	596	14	23	480	4	31	
3909	1	597	1	4	12	1	10	CC5
3910	10	14	22	6	10	3	2	CC45
3911	13	13	1	1	12	10	530	CC15
3912	3	1	537	1	1	5	3	CC97
3913	1	1	1	1	1	443	1	CC1
3914	3	236	19	2	20	444	32	
3915	1	598	1	1	22	1	1	CC1
3916	455	14	8	6	10	3	2	CC45
3917	3	3	1	184	4	4	3	CC8
3918	1	4	1	4	12	200	10	CC5
3919	3	3	1	1	4	73	3	CC8
3920	10	14	271	6	10	374	2	CC45
3921	2	2	2	2	6	3	532	CC30
3922	7	6	1	5	8	8	533	CC22
3923	7	6	1	5	8	8	534	CC22
3924	411	6	1	5	8	8	6	CC22
3925	3	3	1	1	438	4	3	CC8
3926	3	1	1	308	1	1	1	CC1
3927	2	2	2	2	483	3	2	CC30
3928	1	4	539	4	12	1	10	CC5
3929	4	1	4	1	5	5	535	
3930	1	3	220	8	483	5	11	
3931	412	4	1	4	12	1	10	CC5
3932	2	545	2	2	6	3	2	CC30
3933	2	2	540	2	2	2	2	CC30
3934	2	2	2	2	6	446	2	CC30
3935	5	601	1	4	4	6	3	
3936	3	602	1	1	4	4	3	CC8
3937	457	1	14	23	12	4	536	
3938	2	2	541	2	6	3	2	CC30
3939	10	14	542	6	10	3	2	CC45
3940	1	1	180	1	22	1	1	CC1
3941	459	6	1	5	8	8	6	CC22
3942	3	3	452	185	4	4	3	CC8
3943	4	3	421	1	11	72	11	
3944	1	4	1	4	12	137	10	CC5
3945	1	4	1	4	485	1	10	CC5
3946	10	14	8	6	486	3	2	CC45
3947	1	604	1	1	1	1	1	CC1
3948	3	3	1	1	4	4	538	CC8
3949	1	606	1	1	1	1	1	CC1
3950	10	14	8	6	10	451	2	CC45
3951	151	325	215	34	175	180	539	
3952	272	603	543	190	268	447	37	
3953	339	14	8	6	10	3	2	CC45
3954	7	525	1	5	8	8	6	CC22
3955	324	2	2	2	6	3	339	CC30
3956	10	14	8	6	10	84	2	CC45
3957	7	6	208	5	8	8	6	CC22
3958	1	13	551	1	12	5	549	
3959	1	617	84	1	184	5	11	
3960	272	603	543	190	268	447	537	
3961	272	357	306	190	268	448	277	
3962	211	303	303	309	195	211	274	
3963	272	357	306	190	268	448	548	
3964	193	245	84	1	12	449	11	
3965	272	616	543	190	268	447	389	
3966	3	35	552	2	20	26	39	
3967	343	618	2	2	6	3	2	CC30
3968	3	35	553	2	20	26	39	
3969	6	5	6	312	7	14	5	
3970	8	2	2	2	495	3	2	CC30
3971	7	613	1	5	8	8	6	CC22
3972	7	609	1	5	8	8	6	CC22
3973	7	6	546	5	8	8	6	CC22
3974	6	610	45	2	7	58	52	
3975	5	4	1	4	4	6	545	
3976	464	6	1	5	8	8	6	CC22
3977	463	4	1	4	12	403	3	CC5
3978	462	6	1	5	8	8	6	CC22
3979	461	6	1	5	8	453	6	CC22
3980	272	357	306	190	268	448	37	
3981	460	1	4	169	5	5	4	
3982	4	1	4	311	5	5	4	
3983	3	614	1	1	4	4	109	CC8
3984	3	611	1	8	1	1	1	CC1
3985	3	35	545	2	20	26	39	
3986	3	35	19	2	20	26	543	
3987	3	3	1	1	1	457	10	CC8
3988	3	1	1	8	490	1	1	CC1
3989	22	1	14	23	12	53	546	
3990	2	612	1	1	4	4	3	CC8
3991	2	2	550	2	6	3	262	CC30
3992	2	2	2	310	6	3	2	CC30
3993	2	2	2	2	6	458	2	CC30
3994	2	2	2	2	6	456	2	CC30
3995	2	2	2	2	493	3	2	CC30
3996	13	13	1	1	491	11	13	CC15
3997	13	13	1	1	12	11	542	CC15
3998	12	615	1	4	12	1	3	CC5
3999	12	4	548	4	12	1	3	CC5
4000	12	4	1	4	12	452	3	CC5
4001	10	14	8	6	492	3	2	CC45
4002	10	14	8	6	489	3	2	CC45
4003	1	608	1	4	12	1	10	CC5
4004	1	4	547	4	12	1	10	CC5
4005	1	4	1	4	494	1	10	CC5
4006	1	4	1	4	12	455	10	CC5
4007	1	4	1	4	12	454	10	CC5
4008	1	4	1	4	12	1	544	CC5
4009	1	4	1	4	12	1	540	CC5
4010	1	3	1	14	11	51	547	
4011	1	13	549	1	124	5	3	
4012	1	1	1	1	1	1	541	CC1
4013	1	13	84	1	12	5	549	
4014	272	616	543	190	488	447	11	
4015	1	26	28	18	7	33	50	
4016	1	26	28	19	18	33	50	
4017	6	5	6	2	7	14	52	
4018	2	592	2	2	6	3	2	CC30
4019	5	4	1	300	4	6	3	
4020	10	14	8	6	10	3	518	CC45
4021	5	4	1	4	4	442	3	
4022	1	3	1	8	11	435	11	
4023	6	5	6	2	7	14	517	
4024	6	5	6	2	7	436	5	
4025	18	33	6	20	7	459	48	
4026	465	2	2	2	6	3	2	CC30
4027	5	4	1	4	4	460	3	
4028	466	2	554	2	6	3	2	CC30
4029	12	4	1	4	496	1	3	CC5
4030	467	4	1	4	4	6	3	
4031	7	6	555	5	8	8	6	CC22
4032	1	3	1	313	11	51	10	
4033	19	23	15	2	19	20	550	
4034	281	35	19	2	20	26	39	
4035	293	20	2	167	6	3	2	CC30
4036	8	2	2	2	482	3	2	CC30
4037	7	6	1	305	8	8	6	CC22
4038	7	6	1	5	8	8	531	CC22
4039	456	2	2	2	481	3	2	CC30
4040	18	33	6	20	7	461	48	
4041	1	4	491	4	12	1	10	CC5
4042	13	599	1	1	12	11	13	CC15
4043	471	13	84	1	12	5	11	
4044	1	4	1	306	12	1	10	CC5
4045	7	6	538	5	8	8	6	CC22
4046	10	600	8	307	10	3	2	CC45
4047	1	619	84	1	12	5	11	
4048	1	13	84	1	184	462	11	
4049	10	14	196	2	10	3	61	CC45
4050	1	4	1	25	4	4	3	CC8
4051	403	1	1	190	1	1	1	CC1
4052	67	3	1	198	4	4	3	CC8
4053	3	1	1	1	1	5	551	CC97
4054	468	3	1	1	4	4	3	CC8
4055	3	3	1	1	460	1	10	CC8
4056	3	582	1	1	1	5	3	CC97
4057	3	1	184	1	1	5	3	CC97
4058	3	35	19	2	10	26	39	
4059	10	14	8	13	10	83	2	CC45
4060	3	1	1	8	1	463	1	CC1
4061	12	4	1	4	498	1	3	CC5
4062	12	620	1	4	12	1	3	CC5
4063	469	1	1	314	1	1	1	CC1
4064	3	1	1	8	1	466	1	CC1
4065	151	31	215	34	175	180	169	
4066	1	4	65	4	12	1	10	CC5
4067	36	45	557	34	287	52	302	
4068	3	35	19	2	20	467	39	
4069	472	4	1	8	4	4	3	CC8
4070	473	4	1	4	12	1	10	CC5
4071	474	37	2	2	13	468	554	
4072	3	36	1	8	1	1	1	CC1
4073	1	89	1	1	4	5	90	
4074	3	35	559	2	20	26	39	
4075	476	4	1	315	500	469	555	
4076	475	4	1	315	499	465	553	
4077	470	1	562	315	499	465	553	
4078	3	35	19	2	487	26	39	
4079	3	35	19	2	20	450	39	
4080	2	607	2	2	6	3	162	CC30
4081	3	35	544	2	20	26	39	
4082	3	35	167	2	20	450	39	
4083	22	605	14	23	12	4	31	
4084	477	14	8	6	10	3	2	CC45
4085	3	3	1	1	502	4	3	CC8
4086	1	4	563	4	12	1	10	CC5
4087	1	1	1	1	1	472	1	CC1
4088	3	35	19	2	20	471	39	
4089	456	3	1	1	4	4	325	CC8
4090	18	33	6	20	7	50	556	
4091	3	1	1	8	1	470	1	CC1
4092	2	2	560	2	6	3	2	CC30
4093	1	3	561	14	11	51	10	
4094	7	6	1	5	501	8	6	CC22
4095	151	123	215	34	175	180	169	
4096	151	89	215	34	175	180	169	
4097	472	621	558	316	7	5	11	
4098	3	4	564	4	4	6	3	
4099	2	2	2	2	6	473	2	CC30
4100	100	1	1	8	1	1	1	CC1
4101	479	3	1	1	4	4	3	CC8
4102	1	3	1	8	503	5	11	
4103	3	1	565	8	1	1	1	CC1
4104	480	1	1	1	1	5	3	CC97
4105	1	523	1	1	1	1	1	CC1
4106	1	4	1	4	12	475	10	CC5
4107	19	23	15	2	19	20	557	
4108	1	1	567	1	1	1	1	CC1
4109	8	2	2	2	6	474	2	CC30
4110	1	1	1	1	1	1	558	CC1
4111	1	1	65	1	1	1	1	CC1
4112	3	1	1	211	1	5	137	CC97
4113	37	1	1	1	33	5	3	CC97
4114	3	1	1	1	150	5	3	CC97
4115	6	57	45	2	278	95	52	
4116	19	622	15	2	19	20	15	
4117	16	72	414	43	52	67	59	
4118	3	1	322	37	169	5	3	CC97
4119	1	101	1	4	122	1	10	CC5
4120	3	261	1	37	1	5	3	CC97
4121	7	3	1	5	8	8	6	CC22
4122	151	124	215	34	175	180	169	
4123	206	307	568	142	195	235	193	
4124	7	623	1	5	8	8	6	CC22
4125	3	3	1	1	4	4	559	CC8
4126	3	35	19	2	20	26	560	
4127	3	624	184	1	1	1	10	
4128	1	625	1	4	12	25	10	CC5
4129	481	4	1	8	4	4	3	CC8
4130	2	626	2	2	6	3	2	CC30
4131	3	35	167	2	20	476	39	
4132	1	1	1	1	1	477	1	CC1
4133	2	2	2	2	6	3	561	CC30
4134	3	3	1	1	4	4	562	CC8
4135	7	6	1	317	8	8	6	CC22
4136	482	6	1	5	8	8	6	CC22
4137	206	307	254	147	195	236	186	
4138	2	2	2	2	2	478	2	CC30
4139	3	1	1	1	1	5	564	CC97
4140	3	3	1	1	504	4	3	CC8
4141	3	3	1	1	4	4	565	CC8
4142	3	3	1	1	4	479	3	CC8
4143	1	1	328	1	1	1	1	CC1
4144	3	3	1	318	4	4	3	CC8
4145	1	628	1	4	12	1	10	CC5
4146	1	4	1	320	12	1	10	CC5
4147	3	3	1	1	4	482	3	CC8
4148	1	1	1	9	506	1	1	CC1
4149	1	4	383	4	12	1	10	CC5
4150	1	1	423	1	1	1	1	CC1
4151	3	31	1	169	12	4	1	
4152	1	1	1	4	12	1	1	CC1
4153	1	1	1	1	1	1	566	CC1
4154	1	1	1	1	505	1	1	CC1
4155	7	6	1	5	8	480	6	CC22
4156	19	627	15	2	19	20	15	
4157	1	4	1	319	12	1	10	CC5
4158	1	4	1	4	12	481	10	CC5
4159	3	35	569	2	20	26	39	
4160	3	35	19	2	20	26	563	
4161	3	35	570	2	20	26	39	
4162	6	66	566	2	7	50	18	
4163	3	35	19	312	20	26	39	
4164	3	35	19	2	20	483	39	
4165	3	35	19	2	20	26	567	
4166	484	4	1	4	12	1	10	CC5
4167	483	6	1	5	8	8	6	CC22
4168	102	176	6	2	6	440	419	
4169	13	13	1	1	117	10	13	CC15
4170	6	629	46	2	7	50	18	
4171	3	35	571	2	20	26	39	
4172	3	1	1	15	100	241	13	
4173	1	4	1	4	507	1	10	CC5
4174	485	4	1	4	12	1	10	CC5
4175	486	37	19	2	20	26	32	
4176	10	630	8	6	10	3	2	CC45
4177	10	14	572	6	10	3	2	CC45
4178	19	23	15	2	19	20	219	
4179	1	4	1	4	12	1	568	CC5
4180	3	631	19	2	20	26	39	
4181	5	4	1	4	4	6	15	
4182	12	3	1	1	4	4	129	CC8
4183	151	4	20	101	145	150	131	
4184	1	4	1	4	12	134	10	CC5
4185	476	421	562	315	500	469	555	
4186	151	421	556	34	497	464	552	
4187	5	3	1	1	1	1	512	CC1
4188	377	1	1	8	1	134	1	CC1
4189	1	1	35	1	12	1	1	CC1
4190	12	4	1	4	12	134	3	CC5
4191	189	321	1	1	12	11	13	CC15
4192	2	2	573	2	6	3	2	CC30
4193	13	13	1	1	12	484	13	CC15
4194	2	2	2	249	6	3	2	CC30
4195	2	632	2	2	6	3	2	CC30
4196	1	633	1	1	1	1	1	CC1
4197	1	4	1	4	12	485	10	CC5
4198	1	4	1	4	12	486	10	CC5
4199	3	35	264	2	20	26	39	
4200	217	35	19	2	20	26	39	
4201	487	4	1	4	12	1	3	CC5
4202	1	1	574	1	22	1	1	CC1
4203	3	35	19	2	20	26	569	
4204	1	4	1	4	12	487	10	CC5
4205	3	35	19	2	20	26	570	
4206	10	11	8	321	10	3	2	CC45
4207	3	3	1	1	4	4	571	CC8
4208	2	634	2	2	6	3	2	CC30
4209	12	325	1	4	12	1	3	CC5
4210	151	325	8	34	175	19	243	
4211	151	325	8	34	175	5	17	
4212	151	325	129	34	145	1	1	
4213	2	325	306	4	20	5	3	
4214	6	636	46	2	7	50	18	
4215	6	635	213	27	13	13	15	
4216	2	638	2	2	6	3	2	CC30
4217	1	4	1	4	509	1	10	CC5
4218	6	5	6	2	7	488	19	
4219	2	2	577	2	6	3	2	CC30
4220	1	1	1	1	22	489	1	CC1
4221	1	1	1	9	1	4	1	CC1
4222	3	202	1	1	4	4	3	CC8
4223	1	3	1	14	508	51	10	
4224	3	3	1	1	4	4	10	CC8
4225	7	6	149	5	8	8	6	CC22
4226	10	14	8	6	10	2	2	CC45
4227	488	23	15	2	19	20	15	
4228	489	4	1	4	12	1	10	CC5
4229	10	637	8	6	10	3	2	CC45
4230	3	27	1	1	247	1	10	
4231	19	23	575	2	19	20	15	
4232	490	4	1	4	12	1	10	CC5
4233	1	43	576	4	12	1	10	CC5
4234	491	4	1	4	12	1	10	CC5
4235	492	14	8	6	10	3	2	CC45
4236	1	4	1	322	12	1	10	CC5
4237	10	14	8	323	10	3	2	CC45
4238	7	6	1	325	8	8	6	CC22
4239	496	14	8	6	10	3	2	CC45
4240	19	23	15	48	511	20	15	
4241	3	35	19	2	512	26	39	
4242	3	641	1	1	4	4	3	CC8
4243	4	1	4	1	5	491	4	
4244	6	5	6	2	7	14	577	
4245	499	2	2	2	6	3	2	CC30
4246	2	642	2	2	6	179	2	CC30
4247	13	13	1	1	12	11	575	CC15
4248	10	14	581	6	10	3	2	CC45
4249	500	4	1	4	519	6	3	
4250	1	4	355	4	12	1	10	CC5
4251	3	35	19	2	20	26	578	
4252	6	5	6	2	7	14	574	
4253	10	14	578	130	10	3	2	CC45
4254	3	3	1	1	513	4	3	CC8
4255	1	4	1	4	514	1	10	CC5
4256	2	2	579	2	6	3	2	CC30
4257	1	4	1	324	12	438	10	CC5
4258	3	124	1	1	516	1	40	
4259	3	35	19	2	517	26	39	
4260	10	40	199	6	10	3	2	CC45
4261	10	14	8	6	10	126	2	CC45
4262	13	643	1	1	12	11	13	CC15
4263	495	639	1	4	12	1	10	CC5
4264	13	13	1	1	12	11	579	CC15
4265	497	640	82	326	515	82	576	
4266	7	6	1	5	8	490	6	CC22
